Trial,Subject,Color,Name,Stimulus,Start Time [ms],End Time [ms],Fixation Start [ms],Fixation Duration [ms],Fixation End [ms],Position X,Position Y,Average Pupil Size [px] X,Average Pupil Size [px] Y,Average Pupil Diameter [mm],Dispersion X,Dispersion Y,Eye,Number,
Trial001,Participant 11-2-unified,Coral,Participant 11,participant 11-2-recording.avi,0,2828246,23958,66,24025,950.9,411.9,79.5,73.0,3.6,2.0,1.0,Binocular,85,
Trial001,Participant 11-2-unified,Coral,Participant 11,participant 11-2-recording.avi,0,2828246,24091,166,24257,964.2,418.2,79.8,74.0,3.6,22.0,2.0,Binocular,86,
Trial001,Participant 11-2-unified,Coral,Participant 11,participant 11-2-recording.avi,0,2828246,24324,166,24490,1078.1,399.0,75.2,71.4,3.4,70.0,23.0,Binocular,87,
Trial001,Participant 11-2-unified,Coral,Participant 11,participant 11-2-recording.avi,0,2828246,24590,199,24790,988.7,393.1,71.2,65.3,3.2,74.0,9.0,Binocular,88,
Trial001,Participant 11-2-unified,Coral,Participant 11,participant 11-2-recording.avi,0,2828246,25389,99,25489,863.3,463.9,83.3,80.3,3.6,29.0,5.0,Binocular,89,
Trial001,Participant 11-2-unified,Coral,Participant 11,participant 11-2-recording.avi,0,2828246,25755,199,25955,1103.8,400.2,86.3,81.0,3.8,117.0,29.0,Binocular,90,
Trial001,Participant 11-2-unified,Coral,Participant 11,participant 11-2-recording.avi,0,2828246,26354,66,26420,688.7,503.3,86.5,87.0,3.8,55.0,16.0,Binocular,91,
Trial001,Participant 11-2-unified,Coral,Participant 11,participant 11-2-recording.avi,0,2828246,26553,266,26820,639.9,492.9,86.0,84.4,3.9,63.0,11.0,Binocular,92,
Trial001,Participant 11-2-unified,Coral,Participant 11,participant 11-2-recording.avi,0,2828246,26886,166,27053,584.4,457.5,81.8,73.2,3.7,14.0,4.0,Binocular,93,
Trial001,Participant 11-2-unified,Coral,Participant 11,participant 11-2-recording.avi,0,2828246,27153,100,27253,542.3,472.6,81.0,74.3,3.6,7.0,5.0,Binocular,94,
Trial001,Participant 11-2-unified,Coral,Participant 11,participant 11-2-recording.avi,0,2828246,27352,99,27452,1306.4,365.2,81.7,80.0,3.8,199.0,21.0,Binocular,95,
Trial001,Participant 11-2-unified,Coral,Participant 11,participant 11-2-recording.avi,0,2828246,27752,266,28018,1048.7,415.4,85.6,81.0,3.8,202.0,9.0,Binocular,96,
Trial001,Participant 11-2-unified,Coral,Participant 11,participant 11-2-recording.avi,0,2828246,28084,266,28350,1096.4,422.9,83.1,80.8,3.7,53.0,3.0,Binocular,97,
Trial001,Participant 11-2-unified,Coral,Participant 11,participant 11-2-recording.avi,0,2828246,28450,100,28550,936.0,453.6,77.0,75.0,3.4,4.0,1.0,Binocular,98,
Trial001,Participant 11-2-unified,Coral,Participant 11,participant 11-2-recording.avi,0,2828246,28617,232,28850,968.8,452.8,77.7,76.0,3.5,21.0,4.0,Binocular,99,
Trial001,Participant 11-2-unified,Coral,Participant 11,participant 11-2-recording.avi,0,2828246,28949,233,29182,1127.0,413.8,77.6,75.4,3.5,14.0,18.0,Binocular,100,
Trial001,Participant 11-2-unified,Coral,Participant 11,participant 11-2-recording.avi,0,2828246,29315,565,29881,1024.0,440.9,77.5,75.4,3.4,121.0,14.0,Binocular,101,
Trial001,Participant 11-2-unified,Coral,Participant 11,participant 11-2-recording.avi,0,2828246,29948,299,30247,980.6,460.8,78.8,77.1,3.5,5.0,1.0,Binocular,102,
Trial001,Participant 11-2-unified,Coral,Participant 11,participant 11-2-recording.avi,0,2828246,30347,99,30447,1044.0,438.1,77.7,75.7,3.5,32.0,4.0,Binocular,103,
Trial001,Participant 11-2-unified,Coral,Participant 11,participant 11-2-recording.avi,0,2828246,30813,199,31012,689.3,445.4,76.5,68.7,3.5,162.0,4.0,Binocular,104,
Trial001,Participant 11-2-unified,Coral,Participant 11,participant 11-2-recording.avi,0,2828246,31112,99,31212,729.5,459.4,83.3,76.3,3.7,7.0,16.0,Binocular,105,
Trial001,Participant 11-2-unified,Coral,Participant 11,participant 11-2-recording.avi,0,2828246,31312,166,31478,1117.7,359.9,80.2,72.4,3.7,89.0,8.0,Binocular,106,
Trial001,Participant 11-2-unified,Coral,Participant 11,participant 11-2-recording.avi,0,2828246,31811,99,31911,1189.8,457.8,87.0,87.3,3.8,39.0,9.0,Binocular,107,
Trial001,Participant 11-2-unified,Coral,Participant 11,participant 11-2-recording.avi,0,2828246,31977,66,32044,808.5,419.0,86.0,75.5,3.8,73.0,9.0,Binocular,108,
Trial001,Participant 11-2-unified,Coral,Participant 11,participant 11-2-recording.avi,0,2828246,32111,66,32177,882.4,426.4,89.0,80.0,3.9,1.0,0.0,Binocular,109,
Trial001,Participant 11-2-unified,Coral,Participant 11,participant 11-2-recording.avi,0,2828246,32510,432,32942,1073.5,345.4,81.2,73.2,3.8,428.0,95.0,Binocular,110,
Trial001,Participant 11-2-unified,Coral,Participant 11,participant 11-2-recording.avi,0,2828246,33009,133,33142,648.5,462.7,78.3,71.3,3.6,33.0,15.0,Binocular,111,
Trial001,Participant 11-2-unified,Coral,Participant 11,participant 11-2-recording.avi,0,2828246,33342,266,33608,844.8,445.7,82.3,76.8,3.7,128.0,9.0,Binocular,112,
Trial001,Participant 11-2-unified,Coral,Participant 11,participant 11-2-recording.avi,0,2828246,33708,232,33941,672.7,509.8,82.6,83.9,3.8,217.0,48.0,Binocular,113,
Trial001,Participant 11-2-unified,Coral,Participant 11,participant 11-2-recording.avi,0,2828246,34407,199,34606,941.6,451.5,88.7,86.8,3.9,184.0,52.0,Binocular,114,
Trial001,Participant 11-2-unified,Coral,Participant 11,participant 11-2-recording.avi,0,2828246,34673,232,34906,904.1,459.6,91.9,89.7,4.1,22.0,13.0,Binocular,115,
Trial001,Participant 11-2-unified,Coral,Participant 11,participant 11-2-recording.avi,0,2828246,34972,166,35139,958.6,399.6,89.8,82.2,4.0,16.0,21.0,Binocular,116,
Trial001,Participant 11-2-unified,Coral,Participant 11,participant 11-2-recording.avi,0,2828246,35471,299,35771,1257.0,396.9,90.6,88.8,4.0,235.0,7.0,Binocular,117,
Trial001,Participant 11-2-unified,Coral,Participant 11,participant 11-2-recording.avi,0,2828246,35970,66,36037,812.2,395.6,92.0,80.0,4.1,33.0,4.0,Binocular,118,
Trial001,Participant 11-2-unified,Coral,Participant 11,participant 11-2-recording.avi,0,2828246,36536,365,36902,1212.9,332.3,84.0,80.6,4.1,406.0,52.0,Binocular,119,
Trial001,Participant 11-2-unified,Coral,Participant 11,participant 11-2-recording.avi,0,2828246,37302,66,37368,1088.4,422.6,84.5,82.0,3.9,44.0,0.0,Binocular,120,
Trial001,Participant 11-2-unified,Coral,Participant 11,participant 11-2-recording.avi,0,2828246,37435,232,37668,1078.5,427.5,82.4,79.6,3.7,139.0,10.0,Binocular,121,
Trial001,Participant 11-2-unified,Coral,Participant 11,participant 11-2-recording.avi,0,2828246,37801,332,38133,1266.4,406.8,77.4,76.4,3.5,65.0,9.0,Binocular,122,
Trial001,Participant 11-2-unified,Coral,Participant 11,participant 11-2-recording.avi,0,2828246,38200,199,38400,928.1,418.6,78.3,68.8,3.5,49.0,6.0,Binocular,123,
Trial001,Participant 11-2-unified,Coral,Participant 11,participant 11-2-recording.avi,0,2828246,38499,99,38599,1097.4,401.2,78.0,74.3,3.6,1.0,0.0,Binocular,124,
Trial001,Participant 11-2-unified,Coral,Participant 11,participant 11-2-recording.avi,0,2828246,38666,166,38832,1160.1,399.8,81.0,78.0,3.6,43.0,10.0,Binocular,125,
Trial001,Participant 11-2-unified,Coral,Participant 11,participant 11-2-recording.avi,0,2828246,38899,132,39032,967.2,438.1,81.5,78.3,3.6,170.0,38.0,Binocular,126,
Trial001,Participant 11-2-unified,Coral,Participant 11,participant 11-2-recording.avi,0,2828246,39098,332,39431,759.7,462.1,80.6,77.2,3.6,201.0,44.0,Binocular,127,
Trial001,Participant 11-2-unified,Coral,Participant 11,participant 11-2-recording.avi,0,2828246,39498,166,39664,492.3,499.8,80.0,76.2,3.7,44.0,9.0,Binocular,128,
Trial001,Participant 11-2-unified,Coral,Participant 11,participant 11-2-recording.avi,0,2828246,39930,365,40296,828.6,417.5,87.2,76.9,3.9,156.0,28.0,Binocular,129,
Trial001,Participant 11-2-unified,Coral,Participant 11,participant 11-2-recording.avi,0,2828246,40629,266,40895,1017.4,429.3,84.9,81.4,3.8,182.0,21.0,Binocular,130,
