Trial,Subject,Color,Name,Stimulus,Start Time [ms],End Time [ms],Saccade Start [ms],Saccade Duration [ms],Saccade End [ms],StartPosition X,StartPosition Y,EndPosition X,EndPosition Y,Amplitude [°],Acceleration  Average [°/s²],Acceleration  Peak [°/s²],Deceleration  Peak [°/s²],Velocity  Average [°/s],Velocity  Peak [°/s],Peak Velocity at [%],Eye,Number,
Trial001,Participant 11-2-unified,Coral,Participant 11,participant 11-2-recording.avi,0,2828246,660387,66,660453,753.8,405.2,710.0,402.0,2.7,-,-,-,-,-,-,Binocular,2104,
Trial001,Participant 11-2-unified,Coral,Participant 11,participant 11-2-recording.avi,0,2828246,660587,66,660653,823.7,383.3,852.3,381.1,2.5,-,-,-,-,-,-,Binocular,2105,
Trial001,Participant 11-2-unified,Coral,Participant 11,participant 11-2-recording.avi,0,2828246,660686,66,660753,892.2,380.2,1005.5,356.4,6.1,-,-,-,-,-,-,Binocular,2106,
Trial001,Participant 11-2-unified,Coral,Participant 11,participant 11-2-recording.avi,0,2828246,660886,66,660953,1038.1,374.0,1011.8,395.6,2.2,-,-,-,-,-,-,Binocular,2107,
Trial001,Participant 11-2-unified,Coral,Participant 11,participant 11-2-recording.avi,0,2828246,661086,66,661152,1017.9,392.5,979.4,389.3,2.0,-,-,-,-,-,-,Binocular,2108,
Trial001,Participant 11-2-unified,Coral,Participant 11,participant 11-2-recording.avi,0,2828246,661419,66,661485,1021.8,380.0,1034.7,379.1,1.1,-,-,-,-,-,-,Binocular,2109,
Trial001,Participant 11-2-unified,Coral,Participant 11,participant 11-2-recording.avi,0,2828246,661552,66,661618,1019.8,379.1,1008.0,379.9,1.0,-,-,-,-,-,-,Binocular,2110,
Trial001,Participant 11-2-unified,Coral,Participant 11,participant 11-2-recording.avi,0,2828246,661718,66,661784,981.1,380.0,960.9,379.4,1.6,-,-,-,-,-,-,Binocular,2111,
Trial001,Participant 11-2-unified,Coral,Participant 11,participant 11-2-recording.avi,0,2828246,661984,99,662084,1118.9,350.3,1240.8,330.4,8.0,-,-,-,-,-,-,Binocular,2112,
Trial001,Participant 11-2-unified,Coral,Participant 11,participant 11-2-recording.avi,0,2828246,662350,99,662450,1281.5,350.1,1351.6,349.5,6.6,-,-,-,-,-,-,Binocular,2113,
Trial001,Participant 11-2-unified,Coral,Participant 11,participant 11-2-recording.avi,0,2828246,663581,66,663648,1037.7,425.1,1031.1,426.6,0.4,-,-,-,-,-,-,Binocular,2114,
Trial001,Participant 11-2-unified,Coral,Participant 11,participant 11-2-recording.avi,0,2828246,664180,66,664247,1014.2,435.2,989.2,434.6,1.3,-,-,-,-,-,-,Binocular,2115,
Trial001,Participant 11-2-unified,Coral,Participant 11,participant 11-2-recording.avi,0,2828246,664746,99,664846,964.8,437.1,954.9,437.7,0.7,-,-,-,-,-,-,Binocular,2116,
Trial001,Participant 11-2-unified,Coral,Participant 11,participant 11-2-recording.avi,0,2828246,665079,66,665145,929.4,440.3,890.0,437.2,1.9,-,-,-,-,-,-,Binocular,2117,
Trial001,Participant 11-2-unified,Coral,Participant 11,participant 11-2-recording.avi,0,2828246,665378,66,665445,885.0,436.4,904.7,440.4,1.0,-,-,-,-,-,-,Binocular,2118,
Trial001,Participant 11-2-unified,Coral,Participant 11,participant 11-2-recording.avi,0,2828246,666709,99,666809,917.0,451.4,935.7,448.4,1.1,-,-,-,-,-,-,Binocular,2119,
Trial001,Participant 11-2-unified,Coral,Participant 11,participant 11-2-recording.avi,0,2828246,666909,66,666975,912.0,444.4,858.0,439.7,3.2,-,-,-,-,-,-,Binocular,2120,
Trial001,Participant 11-2-unified,Coral,Participant 11,participant 11-2-recording.avi,0,2828246,667075,66,667142,851.5,437.0,857.5,434.6,0.5,-,-,-,-,-,-,Binocular,2121,
Trial001,Participant 11-2-unified,Coral,Participant 11,participant 11-2-recording.avi,0,2828246,667242,66,667308,839.9,423.9,886.6,424.4,2.7,-,-,-,-,-,-,Binocular,2122,
Trial001,Participant 11-2-unified,Coral,Participant 11,participant 11-2-recording.avi,0,2828246,667940,99,668040,874.7,441.1,709.9,458.3,7.9,-,-,-,-,-,-,Binocular,2123,
Trial001,Participant 11-2-unified,Coral,Participant 11,participant 11-2-recording.avi,0,2828246,668473,66,668539,772.5,459.6,831.9,431.3,3.2,-,-,-,-,-,-,Binocular,2124,
Trial001,Participant 11-2-unified,Coral,Participant 11,participant 11-2-recording.avi,0,2828246,668806,66,668872,852.6,445.1,831.5,458.9,2.1,-,-,-,-,-,-,Binocular,2125,
